,CAD,HKD,ISK,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,BRL,RUB,HRK,JPY,THB,CHF,EUR,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,USD,MXN,SGD,AUD,ILS,KRW,PLN
2018-11-06,1.3122156108,7.8325166258,120.6685334267,52.9243962198,6.5272138607,281.8165908295,22.6050052503,0.7640269513,4.0818165908,9.0540777039,14802.5026251313,72.9598354918,3.7480749037,65.9055827791,6.5088379419,113.1519075954,32.9401470074,1.00280014,0.8750437522,4.1655582779,1.7114105705,5.3592929646,6.9141582079,8.3521176059,1.4967623381,14.2064228211,1.0,19.9278963948,1.3732061603,1.3816065803,3.6869968498,1120.8435421771,3.7703885194
2018-11-07,1.3074780186,7.829285279,120.2228606251,52.741359798,6.4941237921,280.1079481153,22.5298163141,0.7608862192,4.058587969,8.9939061548,14580.0034821973,72.499347088,3.7486724123,65.9623052146,6.4714895099,113.1888221468,32.7848872639,0.9962566379,0.8705493166,4.1554801079,1.7026203534,5.341429442,6.9144250022,8.2987725255,1.4759293114,13.9475929311,1.0,19.7027944633,1.3692870201,1.3711151737,3.6721511274,1119.7440585009,3.7381387656
2018-11-08,1.3105742297,7.8268557423,121.0609243697,52.7906162465,6.5298494398,281.3725490196,22.6601890756,0.7629814426,4.0793067227,8.974789916,14540.0035014006,72.4085259104,3.7309173669,66.3789390756,6.5051645658,113.7079831933,32.9096638655,1.0028011204,0.8753501401,4.1634278711,1.7120098039,5.4206932773,6.9320728291,8.3226540616,1.4739145658,13.9697128852,1.0,19.8581932773,1.3710609244,1.3714985994,3.6720938375,1116.8417366947,3.7565651261
2018-11-09,1.319319584,7.8303366825,122.0694517892,53.1077031553,6.5744755861,283.1923144721,22.8591574123,0.7672571831,4.1045302309,9.0470650449,14684.9991186321,72.5048475234,3.7493389741,67.3614489688,6.5485633704,113.9256125507,33.0098713203,1.0059933016,0.881367883,4.1775956284,1.7237793055,5.4874845761,6.9497620307,8.4098360656,1.4820200952,14.2679358364,1.0,20.2715494447,1.3773135907,1.3804865151,3.6761854398,1127.0668076855,3.7793054821
2018-11-10,1.319319584,7.8303366825,122.0694517892,53.1077031553,6.5744755861,283.1923144721,22.8591574123,0.7672571831,4.1045302309,9.0470650449,14684.9991186321,72.5048475234,3.7493389741,67.3614489688,6.5485633704,113.9256125507,33.0098713203,1.0059933016,0.881367883,4.1775956284,1.7237793055,5.4874845761,6.9497620307,8.4098360656,1.4820200952,14.2679358364,1.0,20.2715494447,1.3773135907,1.3804865151,3.6761854398,1127.0668076855,3.7793054821
2018-11-11,1.319319584,7.8303366825,122.0694517892,53.1077031553,6.5744755861,283.1923144721,22.8591574123,0.7672571831,4.1045302309,9.0470650449,14684.9991186321,72.5048475234,3.7493389741,67.3614489688,6.5485633704,113.9256125507,33.0098713203,1.0059933016,0.881367883,4.1775956284,1.7237793055,5.4874845761,6.9497620307,8.4098360656,1.4820200952,14.2679358364,1.0,20.2715494447,1.3773135907,1.3804865151,3.6761854398,1127.0668076855,3.7793054821
2018-11-12,1.3202840657,7.8332889481,122.9471815357,53.2383488682,6.622015091,285.5925432756,23.0288504217,0.7773013759,4.1344873502,9.1171770972,14807.0128717266,72.8900133156,3.7476253884,67.6253883711,6.5929871283,113.8038171327,33.1096316023,1.0091433644,0.8877052818,4.1840213049,1.7361739902,5.4400355082,6.9637816245,8.4667554372,1.4823790502,14.3675987572,1.0,20.2727918331,1.3812694186,1.3868619618,3.677141589,1136.3692853972,3.814292055
2018-11-13,1.3220850724,7.82887843,123.7900719297,53.1791137554,6.6257881183,286.732972205,23.0343663973,0.7720895125,4.1392416304,9.0830299263,14822.9997335938,72.6747180535,3.7722227156,67.6662818577,6.5924873457,113.9508036586,33.0148299441,1.0095018204,0.8880206021,4.1940325016,1.7367906935,5.4930290383,6.9579966255,8.4861912796,1.4815735725,14.430689992,1.0,20.4379717609,1.3816712548,1.3877985969,3.6935440902,1134.18879318,3.8177781725
2018-11-14,1.3223264873,7.8322415014,124.1147308782,53.1064093484,6.6059667139,285.6586402266,23.0116855524,0.7706090652,4.1254426346,9.0903859773,14766.4483002833,72.303470255,3.7978930595,67.582684136,6.5713526912,113.88101983,32.9700779037,1.0087641643,0.8852691218,4.2022839943,1.7314093484,5.4643236544,6.9531692635,8.4976983003,1.4740616147,14.3435729462,1.0,20.4322769122,1.380046034,1.386065864,3.6943165722,1132.1529745042,3.7987783286
2018-11-15,1.3223352499,7.8335249889,124.1928350287,52.7324192835,6.6007961079,284.8208757187,22.9854046882,0.7816895179,4.1264927023,9.0714727996,14683.0517470146,71.9770013268,3.7834586466,66.5586908448,6.5696594427,113.3657673596,32.974789916,1.0053073861,0.8845643521,4.1891198585,1.7300309598,5.4,6.939230429,8.4942945599,1.4684652808,14.2625386997,1.0,20.4032728881,1.3772666962,1.3767359575,3.6953560372,1130.4643962848,3.7977001327
2018-11-16,1.318085669,7.8325401022,123.5677771902,52.7701392561,6.576590869,283.7387625595,22.9023444386,0.7786885246,4.1114049004,9.0445972149,14611.3167636171,71.8962630002,3.7604442094,66.0176273577,6.5468006346,113.1411951348,32.9499383042,1.007491627,0.881367883,4.1919619249,1.7237793055,5.3546624361,6.9503789882,8.4715318174,1.4677419355,14.2063282214,1.0,20.3219636876,1.3759915389,1.3769610435,3.7079146836,1131.5000881368,3.8034549621
2018-11-17,1.318085669,7.8325401022,123.5677771902,52.7701392561,6.576590869,283.7387625595,22.9023444386,0.7786885246,4.1114049004,9.0445972149,14611.3167636171,71.8962630002,3.7604442094,66.0176273577,6.5468006346,113.1411951348,32.9499383042,1.007491627,0.881367883,4.1919619249,1.7237793055,5.3546624361,6.9503789882,8.4715318174,1.4677419355,14.2063282214,1.0,20.3219636876,1.3759915389,1.3769610435,3.7079146836,1131.5000881368,3.8034549621
2018-11-18,1.318085669,7.8325401022,123.5677771902,52.7701392561,6.576590869,283.7387625595,22.9023444386,0.7786885246,4.1114049004,9.0445972149,14611.3167636171,71.8962630002,3.7604442094,66.0176273577,6.5468006346,113.1411951348,32.9499383042,1.007491627,0.881367883,4.1919619249,1.7237793055,5.3546624361,6.9503789882,8.4715318174,1.4677419355,14.2063282214,1.0,20.3219636876,1.3759915389,1.3769610435,3.7079146836,1131.5000881368,3.8034549621
2018-11-19,1.3174936554,7.8315393367,123.2169423296,52.5247221493,6.5305854555,281.4824538374,22.7645051195,0.7795834427,4.0838365275,8.9975496631,14590.0061258423,71.657040343,3.7548787958,65.8864968933,6.4980309793,112.7942592106,32.9246521397,0.9968495668,0.875120329,4.1872757504,1.7115603395,5.3150433185,6.9439922989,8.4442985911,1.4649514308,14.0126017327,1.0,20.2730375427,1.3725387241,1.3704384353,3.7077098101,1126.8311892885,3.7886584405
2018-11-20,1.3195867262,7.8316259522,123.2816741091,52.4113475177,6.5341914018,281.280098065,22.793100429,0.7784607302,4.0865948691,9.0301199545,14597.670957009,71.4911128623,3.7579021101,65.6719201471,6.5035460993,112.3719464145,32.9699676035,0.9918571053,0.8755800718,4.1855354172,1.7124595044,5.3588127134,6.9432624113,8.5049470274,1.4607302338,14.0643551353,1.0,20.4037299711,1.3724717625,1.3757114088,3.719026355,1127.7121092724,3.780492076
2018-11-21,1.3273731265,7.8325006574,123.7619423262,52.2333245683,6.5401875712,281.9090191954,22.7907792094,0.7810325182,4.0872995004,9.0404943466,14598.246997984,71.3051100009,3.7919186607,65.8219826453,6.5139801911,113.1036900692,32.9503023928,0.9940397931,0.876501008,4.1839775616,1.7142606714,5.3368393374,6.9349636252,8.5274783066,1.4625295819,13.9381190288,1.0,20.2629503024,1.3728635288,1.378297835,3.7341572443,1128.1093873258,3.7685160838
2018-11-22,1.3219328247,7.8311847759,123.8270630536,52.3976146628,6.5435411734,281.9608874857,22.7922476541,0.7769709726,4.0860299921,9.0357800579,14543.5411733754,70.687099886,3.8032096817,65.5492414277,6.5145137245,112.9527317373,32.9799175656,0.9954397965,0.8769622029,4.1919670262,1.7151626765,5.2912391476,6.9325616066,8.5414364641,1.4683855126,13.7719898272,1.0,20.2280101728,1.37262124,1.3786722792,3.7349820223,1129.0976058932,3.7712882575
2018-11-23,1.3230267794,7.8256694856,123.6786469345,52.3934108527,6.5731148696,283.6768851304,22.862931642,0.7794221283,4.1029774489,9.0770789288,14531.1927413672,70.6518675123,3.8059372798,65.8134249471,6.5472163495,112.8171247357,33.0796335447,0.9968287526,0.8809020437,4.1961768851,1.7228682171,5.2847075405,6.9473220578,8.5769027484,1.4752466526,13.8748238196,1.0,20.3473396758,1.3746476392,1.3837209302,3.7361698379,1132.0912614517,3.7833861875
2018-11-24,1.3230267794,7.8256694856,123.6786469345,52.3934108527,6.5731148696,283.6768851304,22.862931642,0.7794221283,4.1029774489,9.0770789288,14531.1927413672,70.6518675123,3.8059372798,65.8134249471,6.5472163495,112.8171247357,33.0796335447,0.9968287526,0.8809020437,4.1961768851,1.7228682171,5.2847075405,6.9473220578,8.5769027484,1.4752466526,13.8748238196,1.0,20.3473396758,1.3746476392,1.3837209302,3.7361698379,1132.0912614517,3.7833861875
2018-11-25,1.3230267794,7.8256694856,123.6786469345,52.3934108527,6.5731148696,283.6768851304,22.862931642,0.7794221283,4.1029774489,9.0770789288,14531.1927413672,70.6518675123,3.8059372798,65.8134249471,6.5472163495,112.8171247357,33.0796335447,0.9968287526,0.8809020437,4.1961768851,1.7228682171,5.2847075405,6.9473220578,8.5769027484,1.4752466526,13.8748238196,1.0,20.3473396758,1.3746476392,1.3837209302,3.7361698379,1132.0912614517,3.7833861875
2018-11-26,1.3210419784,7.8241661533,124.0869488691,52.4148552319,6.5662237085,284.1679134032,22.8091173106,0.7783155857,4.0999735985,9.0583472674,14474.9977998768,70.8778491596,3.8553198979,67.1517204963,6.5392061955,113.2623426912,33.0396902227,0.9972718472,0.8800492828,4.1879785268,1.7212003872,5.2326850304,6.9408606882,8.561999472,1.4704743466,13.8451113262,1.0,20.4264718824,1.3732289008,1.3785091965,3.7320249934,1128.0999735985,3.7771715216
2018-11-27,1.3257415254,7.8283015537,124.4703389831,52.4708686441,6.5869526836,286.0699152542,22.876059322,0.7834392655,4.1121998588,9.0768891243,14486.7496468927,70.7644774011,3.8851518362,66.7726871469,6.5567620056,113.5769774011,32.9899364407,0.9983227401,0.8827683616,4.1929731638,1.7265183616,5.2359639831,6.9480932203,8.5915430791,1.4695444915,13.7994350282,1.0,20.4611581921,1.375529661,1.379855226,3.7266066384,1129.2108050847,3.7872528249
2018-11-28,1.3325062035,7.8277206664,125.48741581,52.5983693726,6.6125487416,287.4601205246,22.9803261255,0.7820365119,4.128855016,9.0875576037,14535.501595179,70.5804679192,3.8620170152,67.2722438851,6.5720489188,113.8514711095,33.0193193903,0.9990251684,0.8862105636,4.1978021978,1.7332506203,5.2523927685,6.9535625665,8.603775257,1.4722616094,13.9393831974,1.0,20.4342431762,1.3778801843,1.382045374,3.7323644098,1128.2612548742,3.806540234
2018-11-29,1.3275665232,7.8227803636,124.9670677088,52.4071309388,6.5532624923,284.0256432774,22.8040748222,0.7827786072,4.0863265127,9.0603319575,14344.5508035479,69.8489505577,3.8523755159,66.3405638008,6.5126899095,113.2782998156,32.9349257926,0.9944673751,0.8781944322,4.1780100114,1.7175726706,5.1591288311,6.9432686397,8.5464125757,1.4554316326,13.6279968385,1.0,20.2125230526,1.3702467726,1.3633968561,3.7110740318,1120.1984719417,3.7688592254
2018-11-30,1.3307509464,7.8220794084,122.7220706048,52.4130645303,6.5694163219,284.9018399507,22.8514834052,0.7841183203,4.1022977375,9.0848666256,14302.5002200898,69.620125011,3.8597587816,66.9719165419,6.519499956,113.5575314728,32.8796548992,0.9983273175,0.8803591865,4.1845232855,1.7218064971,5.1723743287,6.9457698741,8.574698477,1.4575226692,13.7563165772,1.0,20.3283739766,1.3716876486,1.3702790739,3.7122105819,1121.6128180298,3.7767409103
2018-12-01,1.3307509464,7.8220794084,122.7220706048,52.4130645303,6.5694163219,284.9018399507,22.8514834052,0.7841183203,4.1022977375,9.0848666256,14302.5002200898,69.620125011,3.8597587816,66.9719165419,6.519499956,113.5575314728,32.8796548992,0.9983273175,0.8803591865,4.1845232855,1.7218064971,5.1723743287,6.9457698741,8.574698477,1.4575226692,13.7563165772,1.0,20.3283739766,1.3716876486,1.3702790739,3.7122105819,1121.6128180298,3.7767409103
2018-12-02,1.3307509464,7.8220794084,122.7220706048,52.4130645303,6.5694163219,284.9018399507,22.8514834052,0.7841183203,4.1022977375,9.0848666256,14302.5002200898,69.620125011,3.8597587816,66.9719165419,6.519499956,113.5575314728,32.8796548992,0.9983273175,0.8803591865,4.1845232855,1.7218064971,5.1723743287,6.9457698741,8.574698477,1.4575226692,13.7563165772,1.0,20.3283739766,1.3716876486,1.3702790739,3.7122105819,1121.6128180298,3.7767409103
2018-12-03,1.3175961878,7.8198905754,123.0144722909,52.426756089,6.5850688316,284.8217437346,22.8741616661,0.7867102012,4.1068655136,9.0323861631,14285.4482880339,70.4121073067,3.8269502294,66.5750088246,6.5335333569,113.5721849629,32.7850335334,0.9992057889,0.8824567596,4.1539887046,1.7259089305,5.2470878927,6.889692905,8.550388281,1.4451111896,13.6854924109,1.0,20.0431521355,1.3670137663,1.3549241087,3.7190257677,1112.2837980939,3.7777091423
2018-12-04,1.3174686651,7.8070821281,122.3595407135,52.6207380138,6.5409764221,283.2851257779,22.7022526076,0.7805942677,4.0769567885,8.9659917609,14289.999123499,70.5337891139,3.825225699,66.4300990446,6.4874222105,112.7881497064,32.6698220703,0.9946533439,0.876501008,4.1475151196,1.7142606714,5.3497239022,6.8354807608,8.4558681742,1.4379875537,13.6113594531,1.0,20.3398194408,1.3629590674,1.3542817074,3.7283723376,1105.3028310983,3.7534402665
2018-12-05,1.3278139863,7.8117843932,122.7761141448,52.7373612824,6.5730139158,284.9128060595,22.7990135635,0.7828518584,4.0979390523,8.9618636604,14394.9973577594,70.5178791615,3.848159239,66.7945217544,6.5166461159,113.0086313194,32.7549762198,0.9977100581,0.8807468733,4.1540426281,1.7225647349,5.3243790735,6.8564382596,8.4974458341,1.4442487229,13.7718865598,1.0,20.4581645235,1.3669191474,1.3712348071,3.7249427515,1113.6075391932,3.7718865598
2018-12-06,1.341643908,7.811558453,121.9275834728,52.869350718,6.5751916131,285.2171614836,22.8085631222,0.7834552022,4.1007840719,9.0172672011,14519.9982380407,70.914456876,3.9089067043,66.9034446304,6.5161659766,112.8006343053,32.8446832878,0.9958593956,0.8809796494,4.1644789005,1.7230199982,5.369306669,6.8926966787,8.5479693419,1.4551140869,14.077790503,1.0,20.5834728218,1.3708043344,1.3871024579,3.7324464805,1121.5135230376,3.7777288345
2018-12-07,1.3393720869,7.8151437868,122.680503034,52.8176941342,6.5641544279,284.4956468209,22.7341482719,0.7834403307,4.0880309559,9.0286694222,14470.1521414124,70.8020402779,3.9009761674,66.7355553601,6.5001319145,112.8836513939,32.8546301996,0.9936681031,0.8794301293,4.1660364084,1.7199894468,5.3310175007,6.8810131035,8.5278339636,1.4561604081,14.1300677161,1.0,20.3530911969,1.3704159705,1.3865095418,3.741535485,1124.5009234016,3.7723155395
2018-12-08,1.3393720869,7.8151437868,122.680503034,52.8176941342,6.5641544279,284.4956468209,22.7341482719,0.7834403307,4.0880309559,9.0286694222,14470.1521414124,70.8020402779,3.9009761674,66.7355553601,6.5001319145,112.8836513939,32.8546301996,0.9936681031,0.8794301293,4.1660364084,1.7199894468,5.3310175007,6.8810131035,8.5278339636,1.4561604081,14.1300677161,1.0,20.3530911969,1.3704159705,1.3865095418,3.741535485,1124.5009234016,3.7723155395
2018-12-09,1.3393720869,7.8151437868,122.680503034,52.8176941342,6.5641544279,284.4956468209,22.7341482719,0.7834403307,4.0880309559,9.0286694222,14470.1521414124,70.8020402779,3.9009761674,66.7355553601,6.5001319145,112.8836513939,32.8546301996,0.9936681031,0.8794301293,4.1660364084,1.7199894468,5.3310175007,6.8810131035,8.5278339636,1.4561604081,14.1300677161,1.0,20.3530911969,1.3704159705,1.3865095418,3.741535485,1124.5009234016,3.7723155395
2018-12-10,1.3319912473,7.8147045952,122.5382932166,52.8376367615,6.5329540481,282.8446389497,22.6398249453,0.7898905908,4.0701969365,9.0442013129,14592.0,72.4099781182,3.8970678337,66.4319474836,6.4656455142,112.7264770241,32.8446389497,0.9886214442,0.875273523,4.1725164114,1.7118599562,5.2953172867,6.9117724289,8.4800875274,1.4512910284,14.3074835886,1.0,20.2468271335,1.3712910284,1.3866083151,3.7323413567,1126.8446389497,3.756761488
2018-12-11,1.3392213727,7.8156252746,123.209420863,52.7366200896,6.5595395026,284.2077511205,22.7128921698,0.7929343528,4.0914843132,9.0491255822,14610.2469461288,71.9057034889,3.9034185781,66.3700676685,6.4981984357,113.1470252219,32.7946216715,0.9884875648,0.8788118464,4.1844626066,1.7187802092,5.3866772124,6.8984972317,8.5278143949,1.4523244573,14.3161086211,1.0,20.2310396344,1.3724404605,1.3865893312,3.7517356534,1128.5438087705,3.7773969593
2018-12-12,1.3370350784,7.8171161643,123.3915036136,52.6300017627,6.5786180152,285.0608143839,22.7974616605,0.7944209413,4.1046183677,9.1305305835,14597.4969152124,71.9989423585,3.8675304072,66.3200246783,6.5128679711,113.4056054997,32.7798343028,0.9947117927,0.881367883,4.189846642,1.7237793055,5.3669134497,6.8883306892,8.5726247136,1.4606909924,14.23188789,1.0,20.0633703508,1.3729067513,1.3865679535,3.7548915918,1128.697338269,3.7886479817
2018-12-13,1.3361181954,7.809603377,123.4719901504,52.6673115821,6.564682086,284.1790519743,22.7148008091,0.7901503826,4.0906692463,9.0598891918,14507.3960073872,71.6102365667,3.8767918389,66.3611819541,6.5020666608,113.4992524844,32.7104036584,0.9926127869,0.8794301293,4.1800193475,1.7199894468,5.3617096122,6.8811889895,8.564594143,1.4566880661,14.1787881453,1.0,20.1416761938,1.3707677425,1.3832556503,3.7567496262,1124.4041860874,3.7749538299
2018-12-14,1.3376163048,7.8128489145,124.4129375277,53.1501993797,6.6155073106,287.0447496677,22.8568896766,0.7960567125,4.1256535224,9.0926007975,14620.841825432,71.9760744351,3.9104120514,66.6606114311,6.5489587949,113.5400974745,32.8099246788,0.9972529907,0.8861320337,4.1863535667,1.7330970315,5.3875941515,6.9011962782,8.6163048294,1.4721311475,14.3718210013,1.0,20.3997341604,1.3765175011,1.3959237926,3.7752769163,1134.3996455472,3.8080638015
2018-12-15,1.3376163048,7.8128489145,124.4129375277,53.1501993797,6.6155073106,287.0447496677,22.8568896766,0.7960567125,4.1256535224,9.0926007975,14620.841825432,71.9760744351,3.9104120514,66.6606114311,6.5489587949,113.5400974745,32.8099246788,0.9972529907,0.8861320337,4.1863535667,1.7330970315,5.3875941515,6.9011962782,8.6163048294,1.4721311475,14.3718210013,1.0,20.3997341604,1.3765175011,1.3959237926,3.7752769163,1134.3996455472,3.8080638015
2018-12-16,1.3376163048,7.8128489145,124.4129375277,53.1501993797,6.6155073106,287.0447496677,22.8568896766,0.7960567125,4.1256535224,9.0926007975,14620.841825432,71.9760744351,3.9104120514,66.6606114311,6.5489587949,113.5400974745,32.8099246788,0.9972529907,0.8861320337,4.1863535667,1.7330970315,5.3875941515,6.9011962782,8.6163048294,1.4721311475,14.3718210013,1.0,20.3997341604,1.3765175011,1.3959237926,3.7752769163,1134.3996455472,3.8080638015
2018-12-17,1.3392998854,7.8144784411,122.7404990742,53.0138435764,6.5831055462,285.0894982806,22.7501983952,0.7926108809,4.104576316,9.0578432237,14575.0022043911,71.6100872939,3.9110307733,66.5945683802,6.5274667137,113.2527995768,32.7995767569,0.9923287188,0.8817564589,4.1700026453,1.7245392823,5.375011022,6.8972753725,8.6269288423,1.4697116656,14.3560532581,1.0,20.1300590777,1.3744819681,1.3932633807,3.7777091967,1130.5969491227,3.7770037916
2018-12-18,1.3403357651,7.8206908675,122.1763206469,53.0807770062,6.563681111,284.0028126923,22.6360200404,0.788564648,4.0842928716,9.0322580645,14479.0014942428,70.5396853301,3.8996220445,66.9489320559,6.5085699218,112.3846356685,32.7652280918,0.9915619232,0.8789663356,4.1820339281,1.7190823591,5.342533181,6.8959303859,8.6872637778,1.4552166652,14.3364683133,1.0,20.0661861651,1.3703085172,1.3896457766,3.7630306759,1128.9004131142,3.7661949547
2018-12-19,1.3443226655,7.8247259974,121.7010083297,53.0775975449,6.5476545375,283.1214379658,22.5909688733,0.7919158264,4.0907496712,9.0655852696,14442.4989039895,70.2463831653,3.9031126699,67.5531784305,6.5050416484,112.3279263481,32.7145988601,0.9932485752,0.8768084174,4.178956598,1.7148619027,5.3362560281,6.8989916703,8.7132836475,1.4581323981,14.257080228,1.0,20.055940377,1.3698377904,1.3922840859,3.7558088558,1125.9973695747,3.7556334941
2018-12-20,1.3469565977,7.8270893372,119.5528774779,53.1097720723,6.5210025325,281.0496899834,22.4958518907,0.788883067,4.0671557069,8.9538031613,14447.9958082264,69.8183564754,3.8490961488,67.6752248712,6.4854597852,111.7282333421,32.6696358397,0.9895205659,0.8732861759,4.1812068815,1.7079731028,5.2675748843,6.8870840975,8.6429132827,1.4744563794,14.1996332198,1.0,19.8898786132,1.3691380665,1.4016243123,3.7577504148,1121.9020172911,3.7443018077
2018-12-21,1.3543893464,7.8296828456,117.4872963028,53.0453828632,6.5419660067,282.0834063431,22.652006308,0.790388996,4.0642193797,9.0006132819,14627.9481338707,70.124408621,3.8635885754,68.521377256,6.5021902926,111.2493429122,32.6502540739,0.9910636061,0.8761170492,4.171018048,1.7135097249,5.3045382863,6.9059926406,8.7110565972,1.4828281058,14.4342912213,1.0,19.9357806203,1.3703346767,1.4088838269,3.7712458384,1123.8041002278,3.7542491677
2018-12-22,1.3543893464,7.8296828456,117.4872963028,53.0453828632,6.5419660067,282.0834063431,22.652006308,0.790388996,4.0642193797,9.0006132819,14627.9481338707,70.124408621,3.8635885754,68.521377256,6.5021902926,111.2493429122,32.6502540739,0.9910636061,0.8761170492,4.171018048,1.7135097249,5.3045382863,6.9059926406,8.7110565972,1.4828281058,14.4342912213,1.0,19.9357806203,1.3703346767,1.4088838269,3.7712458384,1123.8041002278,3.7542491677
2018-12-23,1.3543893464,7.8296828456,117.4872963028,53.0453828632,6.5419660067,282.0834063431,22.652006308,0.790388996,4.0642193797,9.0006132819,14627.9481338707,70.124408621,3.8635885754,68.521377256,6.5021902926,111.2493429122,32.6502540739,0.9910636061,0.8761170492,4.171018048,1.7135097249,5.3045382863,6.9059926406,8.7110565972,1.4828281058,14.4342912213,1.0,19.9357806203,1.3703346767,1.4088838269,3.7712458384,1123.8041002278,3.7542491677
2018-12-24,1.3592215989,7.8330119215,116.7601683029,52.9602033661,6.5447931276,281.381486676,22.7173913043,0.7892531557,4.0697755961,9.0662692847,14588.4992987377,70.1428821879,3.9040147265,68.4572230014,6.5059607293,110.860799439,32.5753856942,0.9915848527,0.8765778401,4.1734747546,1.7144109397,5.301542777,6.9012973352,8.7679698457,1.4879032258,14.6279803647,1.0,19.85878331,1.3722826087,1.418828892,3.7824333801,1125.1840813464,3.7559607293
2018-12-25,1.3592215989,7.8330119215,116.7601683029,52.9602033661,6.5447931276,281.381486676,22.7173913043,0.7892531557,4.0697755961,9.0662692847,14588.4992987377,70.1428821879,3.9040147265,68.4572230014,6.5059607293,110.860799439,32.5753856942,0.9915848527,0.8765778401,4.1734747546,1.7144109397,5.301542777,6.9012973352,8.7679698457,1.4879032258,14.6279803647,1.0,19.85878331,1.3722826087,1.418828892,3.7824333801,1125.1840813464,3.7559607293
2018-12-26,1.3592215989,7.8330119215,116.7601683029,52.9602033661,6.5447931276,281.381486676,22.7173913043,0.7892531557,4.0697755961,9.0662692847,14588.4992987377,70.1428821879,3.9040147265,68.4572230014,6.5059607293,110.860799439,32.5753856942,0.9915848527,0.8765778401,4.1734747546,1.7144109397,5.301542777,6.9012973352,8.7679698457,1.4879032258,14.6279803647,1.0,19.85878331,1.3722826087,1.418828892,3.7824333801,1125.1840813464,3.7559607293
2018-12-27,1.3623978202,7.8323811198,116.9025226334,52.7300694383,6.5634174211,282.6404148721,22.7283115057,0.7917113475,4.0903577393,9.0291816823,14598.048694735,70.2685242155,3.9365386306,69.3299639624,6.5153379626,110.8728135712,32.5446075415,0.9913861299,0.8789663356,4.1679704667,1.7190823591,5.279687088,6.8655181507,8.7631185726,1.4910784917,14.521227037,1.0,19.8895139316,1.3726817263,1.4204974949,3.7819284521,1122.2993759339,3.7747209282
2018-12-28,1.3621442291,7.8327221931,116.2912519644,52.6296490309,6.5193818753,280.7840055876,22.5056748734,0.7881351493,4.0710668762,8.9726733019,14527.0473197136,70.0414702287,3.8787323206,69.4469181072,6.4689191549,110.3544613236,32.5798847564,0.9801815959,0.8730574472,4.1519119958,1.7075257552,5.273266981,6.8777719574,8.7077003667,1.4894360049,14.3623188406,1.0,19.6921599441,1.3656364589,1.4156626506,3.7653221582,1116.9460450498,3.7565915837
2018-12-29,1.3621442291,7.8327221931,116.2912519644,52.6296490309,6.5193818753,280.7840055876,22.5056748734,0.7881351493,4.0710668762,8.9726733019,14527.0473197136,70.0414702287,3.8787323206,69.4469181072,6.4689191549,110.3544613236,32.5798847564,0.9801815959,0.8730574472,4.1519119958,1.7075257552,5.273266981,6.8777719574,8.7077003667,1.4894360049,14.3623188406,1.0,19.6921599441,1.3656364589,1.4156626506,3.7653221582,1116.9460450498,3.7565915837
2018-12-30,1.3621442291,7.8327221931,116.2912519644,52.6296490309,6.5193818753,280.7840055876,22.5056748734,0.7881351493,4.0710668762,8.9726733019,14527.0473197136,70.0414702287,3.8787323206,69.4469181072,6.4689191549,110.3544613236,32.5798847564,0.9801815959,0.8730574472,4.1519119958,1.7075257552,5.273266981,6.8777719574,8.7077003667,1.4894360049,14.3623188406,1.0,19.6921599441,1.3656364589,1.4156626506,3.7653221582,1116.9460450498,3.7565915837
2018-12-31,1.3628820961,7.8318777293,116.3318777293,52.5004366812,6.5216593886,280.3318777293,22.4663755459,0.7812489083,4.0729257642,8.9561572052,14410.480349345,69.6330131004,3.8812227074,69.620349345,6.4737991266,109.9126637555,32.3598253275,0.9841921397,0.8733624454,4.132489083,1.7081222707,5.2915283843,6.8778165939,8.6884716157,1.4896069869,14.3750218341,1.0,19.6437554585,1.3616593886,1.4165938865,3.7530131004,1116.096069869,3.7566812227
2019-01-01,1.3628820961,7.8318777293,116.3318777293,52.5004366812,6.5216593886,280.3318777293,22.4663755459,0.7812489083,4.0729257642,8.9561572052,14410.480349345,69.6330131004,3.8812227074,69.620349345,6.4737991266,109.9126637555,32.3598253275,0.9841921397,0.8733624454,4.132489083,1.7081222707,5.2915283843,6.8778165939,8.6884716157,1.4896069869,14.3750218341,1.0,19.6437554585,1.3616593886,1.4165938865,3.7530131004,1116.096069869,3.7566812227
2019-01-02,1.3641309116,7.8348688251,117.048346056,52.552426077,6.5516363955,282.8551373168,22.5954198473,0.7911292445,4.088795297,8.9624462578,14463.5518118803,70.1811880319,3.8545231201,69.6313942266,6.5109239273,109.0462402387,32.2953408792,0.9861367026,0.8774238835,4.1410020181,1.7160656313,5.3636921997,6.8583837852,8.6959726244,1.4959199789,14.4840747565,1.0,19.649118189,1.3648328508,1.4278318856,3.7473019216,1121.8039835044,3.769763973
2019-01-03,1.3563623546,7.8325696158,117.7299964751,52.5898836799,6.5804547057,284.1117377511,22.6321818823,0.7958406768,4.1117377511,9.0595699683,14410.0017624251,70.1515685583,3.772823405,68.9650158618,6.5496122665,107.6929855481,32.1801198449,0.9886323581,0.8812125485,4.1434614029,1.7234755023,5.4853718717,6.8751321819,8.7339619316,1.5055516391,14.4650158618,1.0,19.5967571378,1.3659675714,1.4352308777,3.7385442369,1127.2206556221,3.787010927
