,CAD,HKD,ISK,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,BRL,RUB,HRK,JPY,THB,CHF,EUR,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,USD,MXN,SGD,AUD,ILS,KRW,PLN
2018-04-14,1.2569619225,7.8498822765,98.7253389624,51.9355362507,6.0458715596,252.6020946659,20.5463992855,0.7014695137,3.783632378,8.4272144191,13752.9999188114,65.2074368759,3.4082162864,61.8808151336,6.0213526021,107.6885605261,31.1496305919,0.9624096777,0.8118860112,3.8738329139,1.5878866607,4.0927985711,6.2809937485,7.765121377,1.3560932045,12.0530161565,1.0,18.1182106032,1.3118454169,1.2828610863,3.5167654461,1068.6530811074,3.3906795486
2018-04-15,1.2569619225,7.8498822765,98.7253389624,51.9355362507,6.0458715596,252.6020946659,20.5463992855,0.7014695137,3.783632378,8.4272144191,13752.9999188114,65.2074368759,3.4082162864,61.8808151336,6.0213526021,107.6885605261,31.1496305919,0.9624096777,0.8118860112,3.8738329139,1.5878866607,4.0927985711,6.2809937485,7.765121377,1.3560932045,12.0530161565,1.0,18.1182106032,1.3118454169,1.2828610863,3.5167654461,1068.6530811074,3.3906795486
2018-04-16,1.2607922393,7.8499595796,98.6257073565,52.0509296686,6.0204527082,250.8488278092,20.4244139046,0.6989894907,3.7597413096,8.4110751819,13775.2465642684,65.4951495554,3.41956346,62.2004850445,5.9925626516,107.3322554568,31.2400970089,0.9602263541,0.8084074373,3.8849636217,1.581083266,4.1080032336,6.2834276475,7.7566693614,1.3624090542,12.0830234438,1.0,18.0597413096,1.3113177041,1.2876313662,3.5025869038,1073.831851253,3.3651576395
2018-04-17,1.255239945,7.8498826576,99.2150198268,52.2732054706,6.0268673626,251.5497288986,20.4369992717,0.6982277252,3.7604596585,8.4092417253,13775.0020231448,65.6372906045,3.4116694991,61.7636966901,5.9994335195,107.1052844542,31.2098405762,0.9636643198,0.8092579105,3.8891316663,1.5827466213,4.1056890831,6.2829974913,7.7672574249,1.3625475439,12.0168325645,1.0,17.9715950473,1.3103504087,1.2875293356,3.5241563486,1068.7140891802,3.3666747592
2018-04-18,1.2570229254,7.8499354214,99.5318049726,52.0326122054,6.0121084921,250.3713270907,20.4254116887,0.7031401356,3.7567807556,8.39788505,13768.0012915725,65.6651598321,3.3941717791,61.4987084275,5.9878915079,107.2166612851,31.2302227963,0.9669841782,0.8072328059,3.8885211495,1.5787859219,4.0934775589,6.2823700355,7.7571036487,1.3651921214,11.961172102,1.0,17.9747336132,1.3106231837,1.2877784953,3.5167904424,1065.1921214078,3.3659186309
2018-04-19,1.260377968,7.848651268,99.5800355355,52.036827653,6.0150218058,250.6622516556,20.4546922953,0.7024309482,3.7611048296,8.3813600388,13786.7468906477,65.787433371,3.3859634954,60.8039896624,5.9861088677,107.3170731707,31.2098207075,0.9672104668,0.8076239703,3.8834598611,1.5795509611,4.0250363431,6.2766112098,7.7390566952,1.3679534809,11.9377321919,1.0,18.1447262155,1.308996931,1.2834760136,3.5080762397,1061.5247940559,3.3648845098
2018-04-20,1.2638719636,7.8453164351,100.170606873,52.1398976359,6.0506133723,252.2706962385,20.5865626777,0.7117393777,3.7847103745,8.4249735966,13926.9965066212,66.1223495004,3.4033633926,61.5301811683,6.0207977902,107.5716955074,31.3201722317,0.9724591762,0.812413681,3.893411325,1.5889186774,4.0460638557,6.2920627183,7.8032334065,1.3837029816,12.0243724104,1.0,18.4762368998,1.313835405,1.2984807864,3.5287188236,1069.3476318141,3.3858964985
2018-04-21,1.2638719636,7.8453164351,100.170606873,52.1398976359,6.0506133723,252.2706962385,20.5865626777,0.7117393777,3.7847103745,8.4249735966,13926.9965066212,66.1223495004,3.4033633926,61.5301811683,6.0207977902,107.5716955074,31.3201722317,0.9724591762,0.812413681,3.893411325,1.5889186774,4.0460638557,6.2920627183,7.8032334065,1.3837029816,12.0243724104,1.0,18.4762368998,1.313835405,1.2984807864,3.5287188236,1069.3476318141,3.3858964985
2018-04-22,1.2638719636,7.8453164351,100.170606873,52.1398976359,6.0506133723,252.2706962385,20.5865626777,0.7117393777,3.7847103745,8.4249735966,13926.9965066212,66.1223495004,3.4033633926,61.5301811683,6.0207977902,107.5716955074,31.3201722317,0.9724591762,0.812413681,3.893411325,1.5889186774,4.0460638557,6.2920627183,7.8032334065,1.3837029816,12.0243724104,1.0,18.4762368998,1.313835405,1.2984807864,3.5287188236,1069.3476318141,3.3858964985
2018-04-23,1.2787220134,7.8422944926,100.6700441249,52.3557770878,6.0857166204,254.4369995097,20.7615623468,0.7161300866,3.8059323419,8.4787546985,13939.998365746,66.4197581304,3.4303807812,61.8178623958,6.0592417062,108.1712698153,31.4896224873,0.9757313286,0.8171269815,3.8924660892,1.5981369505,4.0920902108,6.308873999,7.8655008988,1.3933649289,12.2242196437,1.0,18.7122078771,1.3227651577,1.3082202974,3.5388135316,1077.2430135643,3.4231900637
2018-04-24,1.2824039957,7.8464750676,100.9170555965,52.1960206338,6.0982559568,256.1450912962,20.8278064358,0.7161876689,3.8098747237,8.4970932613,13871.3665765987,66.3854089904,3.4459182838,61.6200769672,6.075002047,108.8348481127,31.450094162,0.9779742897,0.8187996397,3.9055105216,1.6014083354,4.0927699992,6.3057397855,7.8842217309,1.4029313027,12.336281012,1.0,18.831736674,1.322688938,1.3131908622,3.5576844346,1076.443134365,3.438630967
2018-04-25,1.2887977021,7.8477636438,100.9437833402,52.337299959,6.1131719327,257.037340993,20.8994665572,0.7171112023,3.8123102175,8.5531391055,13920.0,66.975379565,3.5047189167,62.1315551908,6.0882232253,109.1752154288,31.5847353303,0.9836684448,0.8206811654,3.9156339762,1.6050882232,4.1040623718,6.3231842429,7.9647107099,1.4141977842,12.5084119819,1.0,19.0557242511,1.3294214198,1.3227739023,3.5926138695,1083.7997537957,3.4666393106
2018-04-26,1.283530572,7.8478796844,101.0848126233,51.9962195924,6.1233563445,257.0677186062,20.9335963182,0.7158119658,3.8246219592,8.5862919132,13877.9996712689,66.7521367521,3.478139382,62.8722057857,6.1000986193,109.1962524655,31.5548980934,0.9842209073,0.8218277449,3.91617357,1.6073307035,4.0705950033,6.3249506903,7.9499506903,1.4130506246,12.3879848784,1.0,18.7749835634,1.3265121631,1.3206771861,3.5755259698,1077.0463510848,3.4812623274
2018-04-27,1.2882352941,7.8484672742,101.5741507871,51.6917978459,6.1724109362,259.188069594,21.1027340514,0.7265948633,3.862054681,8.714001657,13855.2526926263,66.6648715824,3.4790389395,62.4834299917,6.1470588235,109.3206296603,31.57995029,0.9908864954,0.8285004143,3.9130903065,1.6203811102,4.0498757249,6.3394366197,8.0024855012,1.418061309,12.3974316487,1.0,18.8010770505,1.326014913,1.3235294118,3.5937033969,1070.2734051367,3.4930405965
2018-04-28,1.2882352941,7.8484672742,101.5741507871,51.6917978459,6.1724109362,259.188069594,21.1027340514,0.7265948633,3.862054681,8.714001657,13855.2526926263,66.6648715824,3.4790389395,62.4834299917,6.1470588235,109.3206296603,31.57995029,0.9908864954,0.8285004143,3.9130903065,1.6203811102,4.0498757249,6.3394366197,8.0024855012,1.418061309,12.3974316487,1.0,18.8010770505,1.326014913,1.3235294118,3.5937033969,1070.2734051367,3.4930405965
2018-04-29,1.2882352941,7.8484672742,101.5741507871,51.6917978459,6.1724109362,259.188069594,21.1027340514,0.7265948633,3.862054681,8.714001657,13855.2526926263,66.6648715824,3.4790389395,62.4834299917,6.1470588235,109.3206296603,31.57995029,0.9908864954,0.8285004143,3.9130903065,1.6203811102,4.0498757249,6.3394366197,8.0024855012,1.418061309,12.3974316487,1.0,18.8010770505,1.326014913,1.3235294118,3.5937033969,1070.2734051367,3.4930405965
2018-04-30,1.2866959185,7.8484146039,101.1673151751,51.7029555427,6.167811905,259.5827469161,21.1457902144,0.7282059773,3.8590942959,8.6921930623,13905.2487788724,66.3701465353,3.4714794271,62.8849242487,6.1346137925,109.3799155559,31.5796009603,0.9908104976,0.8278831029,3.9249110026,1.6191737727,4.04801722,6.3394320722,7.9990065403,1.4194055799,12.4282639291,1.0,18.7082539945,1.3259375776,1.3256892127,3.5911913238,1069.6580842785,3.4989651461
2018-05-01,1.2866959185,7.8484146039,101.1673151751,51.7029555427,6.167811905,259.5827469161,21.1457902144,0.7282059773,3.8590942959,8.6921930623,13905.2487788724,66.3701465353,3.4714794271,62.8849242487,6.1346137925,109.3799155559,31.5796009603,0.9908104976,0.8278831029,3.9249110026,1.6191737727,4.04801722,6.3394320722,7.9990065403,1.4194055799,12.4282639291,1.0,18.7082539945,1.3259375776,1.3256892127,3.5911913238,1069.6580842785,3.4989651461
2018-05-02,1.2826684434,7.8495877405,101.773965187,51.8872324477,6.2037144999,261.5474306654,21.3217289914,0.7332389439,3.8839843425,8.8426751062,13960.4147580578,66.6656950112,3.5223619555,63.6295494295,6.1722328642,109.8026151412,31.7248271841,0.9958357625,0.8328475056,3.9329557758,1.6288831515,4.1486632798,6.3590405597,8.075122845,1.4244190889,12.6039810111,1.0,18.9455317731,1.3346381278,1.3314733072,3.6107270759,1075.6558674107,3.5608395103
2018-05-03,1.2845230153,7.8494829887,101.9012675117,51.6969646431,6.2122248165,261.8912608406,21.3350567045,0.735323549,3.890760507,8.8429786524,13933.2471647765,66.6248332221,3.5329386258,63.4485490327,6.183539026,109.2645096731,31.6302535023,0.9971647765,0.8338892595,3.9271180787,1.6309206137,4.1994663109,6.3488158773,8.0441127418,1.4210306871,12.625,1.0,19.025933956,1.331054036,1.3280520347,3.6290026684,1074.8498999333,3.5547031354
2018-05-04,1.2874926894,7.8496114964,102.097084134,51.6726543571,6.2237446737,262.235775754,21.3075444899,0.7371960899,3.8950622441,8.8324003676,13977.7007268778,66.8618932242,3.546328014,63.0642493107,6.1859804495,108.9230512156,31.7553680341,0.9984125658,0.8354916869,3.9380065168,1.6340546412,4.2579162837,6.3591778762,8.0574818281,1.425933662,12.6272036093,1.0,19.1558191996,1.3336118306,1.3296850196,3.6211880692,1076.3806500125,3.5544322834
2018-05-05,1.2874926894,7.8496114964,102.097084134,51.6726543571,6.2237446737,262.235775754,21.3075444899,0.7371960899,3.8950622441,8.8324003676,13977.7007268778,66.8618932242,3.546328014,63.0642493107,6.1859804495,108.9230512156,31.7553680341,0.9984125658,0.8354916869,3.9380065168,1.6340546412,4.2579162837,6.3591778762,8.0574818281,1.425933662,12.6272036093,1.0,19.1558191996,1.3336118306,1.3296850196,3.6211880692,1076.3806500125,3.5544322834
2018-05-06,1.2874926894,7.8496114964,102.097084134,51.6726543571,6.2237446737,262.235775754,21.3075444899,0.7371960899,3.8950622441,8.8324003676,13977.7007268778,66.8618932242,3.546328014,63.0642493107,6.1859804495,108.9230512156,31.7553680341,0.9984125658,0.8354916869,3.9380065168,1.6340546412,4.2579162837,6.3591778762,8.0574818281,1.425933662,12.6272036093,1.0,19.1558191996,1.3336118306,1.3296850196,3.6211880692,1076.3806500125,3.5544322834
2018-05-07,1.2886909763,7.8497731474,102.3357418921,51.8929591665,6.25827592,264.1068727945,21.4400941018,0.7394555537,3.9121996303,8.8542261805,14060.9981515712,67.134935305,3.5424298437,62.8717022349,6.2161821543,109.3513695177,31.8803562426,1.0052092085,0.8401949252,3.9444631154,1.6432532348,4.2704587464,6.3668291044,8.0818349857,1.4294236263,12.5802386154,1.0,19.342547471,1.3373382625,1.3343975802,3.6230045371,1082.24668123,3.5739371534
2018-05-08,1.2972198821,7.849873631,102.7801179444,51.9090143218,6.2765796125,265.299073294,21.5046335299,0.7407750632,3.9170176917,8.8256107835,14085.0042122999,67.0850884583,3.5579612468,63.2844987363,6.2274641955,109.0564448189,31.9098567818,1.0030328559,0.8424599832,3.9684919966,1.647683235,4.2884582982,6.3678180286,8.1072451559,1.4337826453,12.5636899747,1.0,19.5272114575,1.3380791912,1.3419545072,3.5972198821,1077.4220724516,3.6050547599
2018-05-09,1.2879030221,7.8498190083,103.0389763448,51.9353480933,6.2711507703,265.2748547858,21.5203299941,0.7361309875,3.9100934422,8.7105816988,14069.9974745349,67.2623958246,3.5736173079,63.0687768331,6.2189578247,109.6388584898,32.054886775,1.0013469147,0.8418217022,3.9845104807,1.6464348851,4.2784746191,6.3665291691,8.0852765384,1.4306759828,12.572691304,1.0,19.5338833235,1.340264332,1.3404326964,3.5912113814,1077.1529590033,3.5908746527
2018-05-10,1.277319414,7.849890554,103.0476511197,52.0020205422,6.2717629231,264.2279845092,21.4665768648,0.7392658697,3.9053712746,8.684121906,14029.9966324297,67.2592187237,3.5750126284,62.0533759892,6.2203232867,109.6312510524,32.0601111298,1.0025256777,0.8418925745,4.0158275804,1.6465734972,4.245580064,6.3494696077,8.0375484088,1.4433406297,12.3792726048,1.0,19.4103384408,1.3407139249,1.3356625695,3.5804849301,1069.8265701297,3.573244654
2018-05-11,1.2734204793,7.8499245852,102.5641025641,52.4141109435,6.242500419,263.9265962795,21.3725490196,0.7373889727,3.8834422658,8.6002178649,13970.7474442769,67.3370202782,3.5600804424,61.6477291771,6.1918049271,109.30115636,31.8652589241,0.9999162058,0.8379420144,3.9980727334,1.6388469918,4.2755991285,6.3324953913,7.9960616725,1.4337187867,12.2771074242,1.0,19.2555723144,1.3337523043,1.324032177,3.5662812133,1066.7588402883,3.5682922742
2018-05-12,1.2734204793,7.8499245852,102.5641025641,52.4141109435,6.242500419,263.9265962795,21.3725490196,0.7373889727,3.8834422658,8.6002178649,13970.7474442769,67.3370202782,3.5600804424,61.6477291771,6.1918049271,109.30115636,31.8652589241,0.9999162058,0.8379420144,3.9980727334,1.6388469918,4.2755991285,6.3324953913,7.9960616725,1.4337187867,12.2771074242,1.0,19.2555723144,1.3337523043,1.324032177,3.5662812133,1066.7588402883,3.5682922742
2018-05-13,1.2734204793,7.8499245852,102.5641025641,52.4141109435,6.242500419,263.9265962795,21.3725490196,0.7373889727,3.8834422658,8.6002178649,13970.7474442769,67.3370202782,3.5600804424,61.6477291771,6.1918049271,109.30115636,31.8652589241,0.9999162058,0.8379420144,3.9980727334,1.6388469918,4.2755991285,6.3324953913,7.9960616725,1.4337187867,12.2771074242,1.0,19.2555723144,1.3337523043,1.324032177,3.5662812133,1066.7588402883,3.5682922742
2018-05-14,1.276359693,7.8497664331,101.9352686019,52.4366032699,6.214964965,263.0714047381,21.2612612613,0.7360694027,3.8613613614,8.5884217551,13970.00333667,67.5296129463,3.5808308308,61.5663163163,6.1590757424,109.5011678345,31.8401735068,0.9980814147,0.8341675008,3.9505338672,1.6314647981,4.3166499833,6.3374207541,7.9790623957,1.4386052719,12.2560894228,1.0,19.3399232566,1.3329996663,1.3230730731,3.5769936603,1068.3516850184,3.5559726393
2018-05-15,1.2835984179,7.8498695616,103.1725995119,52.5321888412,6.2687873433,266.7087435833,21.5021459227,0.7397121939,3.8989312463,8.6617857443,14067.0032819995,68.0568879912,3.6555583607,62.1240427501,6.2133299672,110.0479676849,32.019691997,1.0022721535,0.8415383321,3.9559875452,1.6458806699,4.4365059328,6.3625347135,8.0512496844,1.4492973155,12.4875031558,1.0,19.7254901961,1.3387191787,1.3344273332,3.6026255996,1076.4285113187,3.6048977531
2018-05-16,1.286575017,7.8499660557,104.3788187373,52.3718601494,6.3210285132,269.2379497624,21.6776985743,0.7418363883,3.933299389,8.7324338086,14071.7498302783,67.797437203,3.6739646979,62.4556177868,6.2652749491,110.1748133062,32.1401900883,1.0006788866,0.8486082824,3.9640190088,1.6597080788,4.427868296,6.3761880516,8.1224541752,1.4523930754,12.5241004752,1.0,19.7592498303,1.3428377461,1.3357942974,3.5939409369,1081.5512559403,3.6395960625
2018-05-17,1.2771706904,7.8497246929,104.362558238,52.2753070733,6.3092757306,268.1745023295,21.6493011436,0.7399407031,3.9236764083,8.7208809826,14052.0033883947,67.7378229564,3.6667513765,61.9694197374,6.2518424396,110.681914443,32.070309191,1.0011859382,0.847098687,3.9689961881,1.656755612,4.4470139771,6.3679796696,8.0952986023,1.4506565015,12.5378229564,1.0,19.6255823803,1.3422278695,1.3283354511,3.5901736552,1080.5590851334,3.6339686573
2018-05-18,1.2795178678,7.8499278499,104.7449282743,52.4081147611,6.3222986164,269.6545284781,21.7214158391,0.7412358883,3.9320091673,8.7490875138,14146.9994058229,68.0005941771,3.7204821322,62.1466768526,6.2677192089,110.9328579917,32.1950598421,0.9993209405,0.8488243782,3.9719887955,1.660130719,4.4744928274,6.3786605551,8.1294457177,1.4471606825,12.683982684,1.0,19.776080129,1.3435192259,1.330362448,3.5916305916,1080.8674985146,3.6457007045
2018-05-19,1.2795178678,7.8499278499,104.7449282743,52.4081147611,6.3222986164,269.6545284781,21.7214158391,0.7412358883,3.9320091673,8.7490875138,14146.9994058229,68.0005941771,3.7204821322,62.1466768526,6.2677192089,110.9328579917,32.1950598421,0.9993209405,0.8488243782,3.9719887955,1.660130719,4.4744928274,6.3786605551,8.1294457177,1.4471606825,12.683982684,1.0,19.776080129,1.3435192259,1.330362448,3.5916305916,1080.8674985146,3.6457007045
2018-05-20,1.2795178678,7.8499278499,104.7449282743,52.4081147611,6.3222986164,269.6545284781,21.7214158391,0.7412358883,3.9320091673,8.7490875138,14146.9994058229,68.0005941771,3.7204821322,62.1466768526,6.2677192089,110.9328579917,32.1950598421,0.9993209405,0.8488243782,3.9719887955,1.660130719,4.4744928274,6.3786605551,8.1294457177,1.4471606825,12.683982684,1.0,19.776080129,1.3435192259,1.330362448,3.5916305916,1080.8674985146,3.6457007045
2018-05-21,1.2874394081,7.8493069139,104.9408963347,52.3888085722,6.3331065567,271.6217365422,21.838591717,0.7453014712,3.9303512203,8.7214048814,14176.4945998809,68.1418487967,3.7174929841,62.3899991496,6.2773195,111.267964963,32.229781444,0.9994897525,0.85041245,3.9800153074,1.6632366698,4.5932477251,6.3863423761,8.1031550302,1.4482524024,12.8711625138,1.0,20.0034016498,1.3439067948,1.3282592057,3.5855940131,1084.1568160558,3.668509227
2018-05-22,1.2774292013,7.8484822791,104.7990503646,52.268102425,6.3149058843,269.1622859081,21.7924368323,0.7434966932,3.9227573342,8.6618619637,14138.0023740885,68.009581143,3.6603357639,61.3439884687,6.2631846702,110.8190605393,32.0145836866,0.995251823,0.847888757,3.967271494,1.6583008309,4.6382906563,6.3686620315,8.0464643039,1.440647787,12.5494319145,1.0,19.7424113956,1.3372901475,1.317873495,3.5663049008,1075.0635916568,3.6342207902
2018-05-23,1.2904851384,7.8496754356,105.7396651862,52.4701059105,6.3627434233,272.9159549026,22.0473180731,0.7512213871,3.9540485138,8.7893747865,14214.9982917663,68.4194567817,3.6761188931,61.7221557909,6.313033823,109.8479672019,32.1498120943,0.9906047147,0.8541168432,3.9824906047,1.6704817219,4.875811411,6.388537752,8.1194909464,1.4500341647,12.6462248036,1.0,19.9478988726,1.3455756748,1.327639221,3.5772121626,1081.9525111035,3.6802186539
2018-05-24,1.2884549795,7.8481412005,105.5593451569,52.5477489768,6.3519781719,272.2288540246,22.0063096862,0.7458645975,3.9452592087,8.7413028649,14140.1176671214,68.3773874488,3.6488744884,61.5517564802,6.3050818554,109.5327421555,32.0404160982,0.9896828104,0.8526603001,3.9774897681,1.667633015,4.7581855389,6.3836971351,8.0840723056,1.4449181446,12.4525068213,1.0,19.6923601637,1.340893588,1.3232435198,3.5745225102,1078.4191678035,3.6690825375
2018-05-25,1.2955888651,7.844882227,106.0385438972,52.626124197,6.3798715203,274.0042826552,22.0685224839,0.7498072805,3.9654817987,8.7299357602,14111.4346895075,67.7948608137,3.644882227,62.0929336188,6.3301927195,109.3961456103,31.9400428266,0.9929764454,0.8565310493,3.9800428266,1.6752034261,4.7240256959,6.3906638116,8.1274518201,1.4459957173,12.5000428266,1.0,19.6045396146,1.3406423983,1.3211134904,3.5590578158,1078.8436830835,3.6907922912
2018-05-26,1.2955888651,7.844882227,106.0385438972,52.626124197,6.3798715203,274.0042826552,22.0685224839,0.7498072805,3.9654817987,8.7299357602,14111.4346895075,67.7948608137,3.644882227,62.0929336188,6.3301927195,109.3961456103,31.9400428266,0.9929764454,0.8565310493,3.9800428266,1.6752034261,4.7240256959,6.3906638116,8.1274518201,1.4459957173,12.5000428266,1.0,19.6045396146,1.3406423983,1.3211134904,3.5590578158,1078.8436830835,3.6907922912
2018-05-27,1.2955888651,7.844882227,106.0385438972,52.626124197,6.3798715203,274.0042826552,22.0685224839,0.7498072805,3.9654817987,8.7299357602,14111.4346895075,67.7948608137,3.644882227,62.0929336188,6.3301927195,109.3961456103,31.9400428266,0.9929764454,0.8565310493,3.9800428266,1.6752034261,4.7240256959,6.3906638116,8.1274518201,1.4459957173,12.5000428266,1.0,19.6045396146,1.3406423983,1.3211134904,3.5590578158,1078.8436830835,3.6907922912
2018-05-28,1.2980075575,7.8455857094,105.8055650979,52.4836825833,6.3959120577,274.32153899,22.0980762625,0.7511593954,3.9814496737,8.7919099966,14019.9931295088,67.4407420131,3.688852628,62.3768464445,6.3509103401,109.3524562006,32.0096186877,0.9942459636,0.858811405,3.9776709035,1.6796633459,4.5930951563,6.3988320165,8.1684129165,1.4390243902,12.4509618688,1.0,19.5508416352,1.3410340089,1.3234283751,3.5703366541,1074.2270697355,3.697440742
2018-05-29,1.3028205572,7.8457345562,106.3678837169,52.6354040491,6.4396089289,276.9077695103,22.4147776432,0.7539626233,4.0205917979,8.9265443848,14020.799446271,67.8369960201,3.7562727115,62.5955182558,6.3940993251,108.9115763973,32.0704274096,0.9964526735,0.865201592,3.9851185326,1.6921612736,4.6149852916,6.4175462883,8.2728845821,1.4458383803,12.6721751168,1.0,19.7471015747,1.3466862779,1.3294687662,3.600536425,1080.2128395916,3.729884063
2018-05-30,1.2975412655,7.8462861073,105.6568088033,52.6203576341,6.3988995873,274.7334938102,22.2102819807,0.7522352132,3.9926925722,8.8362276479,13947.6530261348,67.3899587345,3.7063273728,62.2279917469,6.3525618982,108.9752407153,32.0598349381,0.9897696011,0.8596973865,3.9854711142,1.6813961486,4.4547799175,6.4196182944,8.2069291609,1.4344910591,12.5649931224,1.0,19.6711657497,1.3400962861,1.3247077029,3.5790061898,1079.272696011,3.7083046768
2018-05-31,1.2854090093,7.848363108,105.0517138217,52.5745790238,6.3625950936,272.5788528934,22.0506026156,0.7494657663,3.9753825113,8.7770749637,13907.0005983417,67.3578938371,3.7290366698,62.0359859817,6.3142148902,108.8383622532,32.0300880417,0.9852124113,0.8547739123,3.9799982905,1.6717668177,4.4985041457,6.4066159501,8.1524061886,1.4258483631,12.5678263099,1.0,19.8701598427,1.3382340371,1.3175485084,3.5738097273,1078.0835968886,3.6804855116
2018-06-01,1.297626189,7.845316651,104.636215614,52.5966235324,6.3793812666,274.093752678,22.133001971,0.7513925786,3.9977718742,8.82192133,13879.0041991602,67.1128631417,3.7433370469,62.2137286828,6.3287342531,109.4695346645,32.0301653955,0.9881737938,0.8569714629,3.9880023995,1.676064787,4.6268746251,6.4172594053,8.1689090753,1.4343131374,12.710000857,1.0,19.9532093581,1.3383323335,1.3277915845,3.5510326506,1074.7878995629,3.698860228
2018-06-02,1.297626189,7.845316651,104.636215614,52.5966235324,6.3793812666,274.093752678,22.133001971,0.7513925786,3.9977718742,8.82192133,13879.0041991602,67.1128631417,3.7433370469,62.2137286828,6.3287342531,109.4695346645,32.0301653955,0.9881737938,0.8569714629,3.9880023995,1.676064787,4.6268746251,6.4172594053,8.1689090753,1.4343131374,12.710000857,1.0,19.9532093581,1.3383323335,1.3277915845,3.5510326506,1074.7878995629,3.698860228
2018-06-03,1.297626189,7.845316651,104.636215614,52.5966235324,6.3793812666,274.093752678,22.133001971,0.7513925786,3.9977718742,8.82192133,13879.0041991602,67.1128631417,3.7433370469,62.2137286828,6.3287342531,109.4695346645,32.0301653955,0.9881737938,0.8569714629,3.9880023995,1.676064787,4.6268746251,6.4172594053,8.1689090753,1.4343131374,12.710000857,1.0,19.9532093581,1.3383323335,1.3277915845,3.5510326506,1074.7878995629,3.698860228
2018-06-04,1.2906194087,7.8462128312,104.370793218,52.5236431797,6.3418249979,271.4833432734,21.893158388,0.746979637,3.965919741,8.740138025,13872.0030672233,67.0631336798,3.7397120218,61.9090057084,6.2869557809,109.431711681,31.9596148931,0.9837266763,0.8520064752,3.9750362103,1.6663542643,4.6172786913,6.4041918719,8.0966175343,1.4189315839,12.5290108205,1.0,19.9080685013,1.333816137,1.3045071143,3.5644542899,1069.1658856607,3.6506773451
2018-06-05,1.2983297645,7.8467665953,105.7815845824,52.4394004283,6.374732334,272.9593147752,21.9725910064,0.7485224839,3.9850963597,8.7792719486,13882.9978586724,67.1498929336,3.7623982869,62.3691648822,6.3237687366,109.704496788,31.9802997859,0.9862955032,0.8565310493,3.9849250535,1.6752034261,4.6130192719,6.4042826552,8.1377301927,1.4249250535,12.6962740899,1.0,20.3832976445,1.3355888651,1.313490364,3.5754175589,1070.9464668094,3.6733190578
2018-06-06,1.2877178071,7.8476838079,105.1423714407,52.4411389715,6.3269018275,270.8372290693,21.8002549936,0.7452868678,3.9552911177,8.7343816405,13855.0021249469,66.9196770081,3.8184445389,61.9927751806,6.2794730132,110.1317467063,31.8997025074,0.988440289,0.8499787505,3.9697407565,1.6623884403,4.5965150871,6.3943901402,8.0950276243,1.4196345091,12.7854653634,1.0,20.37280068,1.3331916702,1.3059923502,3.5662558436,1067.1058223544,3.6339141521
2018-06-07,1.2937647854,7.8462318351,105.0185873606,52.530415681,6.2929199054,268.1311253802,21.6627238932,0.7445336262,3.9333389659,8.6612875972,13877.1713416695,67.1155795877,3.87563366,61.93697195,6.2392700237,110.0540723217,31.9297059818,0.9811591754,0.844880027,3.9739776952,1.6524163569,4.470260223,6.3923622846,8.0274586009,1.4184690774,12.7875126732,1.0,20.3224062183,1.3312774586,1.3059310578,3.5684352822,1069.9729638391,3.5994423792
2018-06-08,1.29947252,7.846009869,106.0915433044,52.8058533265,6.3362259656,271.992513187,21.9457206058,0.7464097329,3.9640122511,8.751914242,13929.9982984516,67.5021269355,3.841160456,62.5125914582,6.281265952,109.4435936702,32.0597243492,0.9845159095,0.8507742045,3.9873234644,1.6639441892,4.4919176451,6.409137315,8.0895865237,1.4236855539,13.0866938914,1.0,20.4844308321,1.3358856559,1.3183597073,3.5740173558,1074.9191764506,3.6407180534
2018-06-09,1.29947252,7.846009869,106.0915433044,52.8058533265,6.3362259656,271.992513187,21.9457206058,0.7464097329,3.9640122511,8.751914242,13929.9982984516,67.5021269355,3.841160456,62.5125914582,6.281265952,109.4435936702,32.0597243492,0.9845159095,0.8507742045,3.9873234644,1.6639441892,4.4919176451,6.409137315,8.0895865237,1.4236855539,13.0866938914,1.0,20.4844308321,1.3358856559,1.3183597073,3.5740173558,1074.9191764506,3.6407180534
2018-06-10,1.29947252,7.846009869,106.0915433044,52.8058533265,6.3362259656,271.992513187,21.9457206058,0.7464097329,3.9640122511,8.751914242,13929.9982984516,67.5021269355,3.841160456,62.5125914582,6.281265952,109.4435936702,32.0597243492,0.9845159095,0.8507742045,3.9873234644,1.6639441892,4.4919176451,6.409137315,8.0895865237,1.4236855539,13.0866938914,1.0,20.4844308321,1.3358856559,1.3183597073,3.5740173558,1074.9191764506,3.6407180534
2018-06-11,1.3017811705,7.8463104326,105.9372349449,53.0602205259,6.318235793,272.8159457167,21.7828668363,0.7479219678,3.951653944,8.6963528414,13975.4961832061,67.4283290925,3.7236641221,62.587192536,6.258524173,109.9406276506,32.0797285835,0.9865139949,0.8481764207,3.9880407125,1.6588634436,4.5204410517,6.4052586938,8.058778626,1.4218829517,13.145971162,1.0,20.4134860051,1.3347752332,1.3147582697,3.5729431722,1075.6234096692,3.6190839695
