DateTime,CAD,HKD,ISK,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,BRL,RUB,HRK,JPY,THB,CHF,EUR,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,USD,MXN,SGD,AUD,ILS,KRW,PLN
2018-01-11,0.1605604136,1.0,,6.4455011595,0.7922597392,32.9173847365,2.7177081339,0.0947586222,0.4937448139,1.0446905385,1712.9614263526,8.1416884747,0.4133741835,7.2833556733,0.7929405757,14.2752281866,4.0914023106,0.1248484075,0.1063807153,0.5096168167,0.208059403,0.4856066892,0.8311206145,1.0290738495,0.1771558052,1.5929873832,0.1278377056,2.4792025702,0.1702729729,0.1625603711,0.4375864343,136.4151826557,0.4445118189
2018-01-12,0.1600008424,1.0,,6.4387860407,0.7843874392,32.5119521493,2.6874960511,0.0937037973,0.4882268697,1.0356774289,1703.8088919778,8.1286725216,0.4102588404,7.2352519955,0.7840399318,14.2035761673,4.0860554748,0.1241233335,0.10530528,0.5081506287,0.2059560666,0.48005518,0.8257724142,1.0171436996,0.1761336113,1.5846443841,0.1278090183,2.4426191529,0.1695730924,0.1623491502,0.4346159516,135.7953707799,0.4393546892
2018-01-13,0.1600008424,1.0,,6.4387860407,0.7843874392,32.5119521493,2.6874960511,0.0937037973,0.4882268697,1.0356774289,1703.8088919778,8.1286725216,0.4102588404,7.2352519955,0.7840399318,14.2035761673,4.0860554748,0.1241233335,0.10530528,0.5081506287,0.2059560666,0.48005518,0.8257724142,1.0171436996,0.1761336113,1.5846443841,0.1278090183,2.4426191529,0.1695730924,0.1623491502,0.4346159516,135.7953707799,0.4393546892
2018-01-14,0.1600008424,1.0,,6.4387860407,0.7843874392,32.5119521493,2.6874960511,0.0937037973,0.4882268697,1.0356774289,1703.8088919778,8.1286725216,0.4102588404,7.2352519955,0.7840399318,14.2035761673,4.0860554748,0.1241233335,0.10530528,0.5081506287,0.2059560666,0.48005518,0.8257724142,1.0171436996,0.1761336113,1.5846443841,0.1278090183,2.4426191529,0.1695730924,0.1623491502,0.4346159516,135.7953707799,0.4393546892
2018-01-15,0.1589068194,1.0,,6.429255596,0.7755960437,32.1603331598,2.6580947423,0.0927048412,0.4818115565,1.0237896929,1700.8901613743,8.1187402395,0.4085059865,7.2132431026,0.7739718896,14.1395106715,4.0805830297,0.1228422697,0.1041124414,0.5056533056,0.203623113,0.4835190005,0.8229047371,1.0068505986,0.1752004164,1.572451848,0.1278188444,2.4070275898,0.1689016137,0.1606871421,0.4345340968,135.9437792816,0.4340031234
2018-01-16,0.1588001672,1.0,,6.4735576923,0.7785535117,32.2690217391,2.6668060201,0.0928720736,0.4858173077,1.0266304348,1704.8244147157,8.1866638796,0.4107755017,7.2141617893,0.7758674749,14.1513377926,4.0877926421,0.1232755017,0.1045150502,0.5068039298,0.2044105351,0.4853365385,0.8233695652,1.0065635452,0.1756688963,1.5674122074,0.1278219064,2.3995401338,0.1691576087,0.1607336957,0.4365175585,136.1204013378,0.4359636288
2018-01-17,0.1591468847,1.0,,6.4997117854,0.7804747681,32.3607399256,2.6669810826,0.0928239795,0.4880888749,1.0315464026,1708.5384897553,8.1759681392,0.4139495886,7.2720117382,0.77834722,14.170727873,4.0875124456,0.1233977886,0.1048053241,0.5066289367,0.2049782529,0.4889587591,0.8230152492,1.0084368286,0.1760729445,1.5775716606,0.127893937,2.4040874076,0.16929204,0.1604988733,0.4419745323,136.6294607766,0.4371744485
2018-01-18,0.1592192205,1.0,,6.4892104383,0.7786362496,32.2547256608,2.6519111743,0.0922214788,0.4859484778,1.0277789394,1706.818752091,8.1675518568,0.4111011208,7.2361784878,0.7779462195,14.2261207762,4.0830963533,0.1228253597,0.1045500167,0.505980261,0.2044789227,0.4848402476,0.8215749415,1.0038160756,0.175215373,1.568616176,0.1279169455,2.3855595517,0.1691096521,0.1600765306,0.4385873202,136.606097357,0.4356076447
2018-01-19,0.1591207965,1.0,,6.4852735508,0.7770680694,32.2708581209,2.65441376,0.092225562,0.4862963659,1.0262905212,1702.8503141503,8.1657169098,0.4102949465,7.236145031,0.7760035068,14.1461581815,4.0775878264,0.1227169307,0.1043688814,0.5036842215,0.2041246582,0.485910201,0.8190974179,1.004477425,0.1756632642,1.5608679316,0.1279040641,2.3812490868,0.1688479763,0.1597052623,0.436648089,136.4017784457,0.4353852255
2018-01-20,0.1591207965,1.0,,6.4852735508,0.7770680694,32.2708581209,2.65441376,0.092225562,0.4862963659,1.0262905212,1702.8503141503,8.1657169098,0.4102949465,7.236145031,0.7760035068,14.1461581815,4.0775878264,0.1227169307,0.1043688814,0.5036842215,0.2041246582,0.485910201,0.8190974179,1.004477425,0.1756632642,1.5608679316,0.1279040641,2.3812490868,0.1688479763,0.1597052623,0.436648089,136.4017784457,0.4353852255
2018-01-21,0.1591207965,1.0,,6.4852735508,0.7770680694,32.2708581209,2.65441376,0.092225562,0.4862963659,1.0262905212,1702.8503141503,8.1657169098,0.4102949465,7.236145031,0.7760035068,14.1461581815,4.0775878264,0.1227169307,0.1043688814,0.5036842215,0.2041246582,0.485910201,0.8190974179,1.004477425,0.1756632642,1.5608679316,0.1279040641,2.3812490868,0.1688479763,0.1597052623,0.436648089,136.4017784457,0.4353852255
